snippet,sentiment,cleaned_snippet
"it's another video movie photographed like a film , with the bad lighting that's often written off as indie film naturalism . 
",0,another video movie photographed like film bad lighting thats often written indie film naturalism
"the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we can't recommend anything but a rental for the tuxedo . 
",0,techno tux good laughs chan hewitt good design turns cheap knockoff cant recommend anything rental tuxedo
"i got a headache watching this meaningless downer . 
",0,got headache watching meaningless downer
"apart from dazzling cinematography , we've seen just about everything in blue crush in one form or the other . 
",0,apart dazzling cinematography weve seen everything blue crush one form
"too much of the humor falls flat . 
",0,much humor falls flat
"detox is ultimately a pointless endeavor . 
",0,detox ultimately pointless endeavor
"van wilder doesn't bring anything new to the proverbial table , but it does possess a coherence absent in recent crass-a-thons like tomcats , freddy got fingered , and slackers . 
",0,van wilder doesnt bring anything new proverbial table possess coherence absent recent crassathons like tomcats freddy got fingered slackers
"the piquant story needs more dramatic meat on its bones . 
",0,piquant story needs dramatic meat bones
"very special effects , brilliantly bold colors and heightened reality can't hide the giant achilles' heel in "" stuart little 2 "" : there's just no story , folks . 
",0,special effects brilliantly bold colors heightened reality cant hide giant achilles heel stuart little 2 theres story folks
"the plot combines the blues brothers and almost famous ( but with bears , and a g rating ) , with an excruciating dollop of disney sentimentality mixed in for good measure . 
",0,plot combines blues brothers almost famous bears g rating excruciating dollop disney sentimentality mixed good measure
"no way i can believe this load of junk . 
",0,way believe load junk
" "" roger michell ( "" notting hill "" ) directs a morality thriller . "" 
",0,roger michell notting hill directs morality thriller
"it's dumb , but more importantly , it's just not scary . 
",0,dumb importantly scary
"there is no pleasure in watching a child suffer . just embarrassment and a vague sense of shame . 
",0,pleasure watching child suffer embarrassment vague sense shame
"the movie's accumulated force still feels like an ugly knot tightening in your stomach . but is that knot from dramatic tension or a symptom of artistic malnutrition ? 
",0,movies accumulated force still feels like ugly knot tightening stomach knot dramatic tension symptom artistic malnutrition
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . and that leaves a hole in the center of the salton sea . 
",0,even green mohawk sheet firered flame tattoos covering shoulder however kilmer seems posing rather acting leaves hole center salton sea
"there's just no currency in deriding james bond for being a clichéd , doddering , misogynistic boy's club . 
",0,theres currency deriding james bond clichéd doddering misogynistic boys club
"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . 
",0,film ended felt tired drained wanted lie deathbed
"full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny
",0,full witless jokes dealing broad stereotypes outrageously unbelievable scenarios saddled general air misogyny
"the film's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . 
",0,films hackneyed message helped thin characterizations nonexistent plot pretentious visual style
"the iditarod lasts for days - this just felt like it did . 
",0,iditarod lasts days felt like
" it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . 
",0,feels like afterschool special gussied fancy special effects watching rote plot points connect exciting gazing egg timer 93 minutes
"this movie is maddening . it conveys a simple message in a visual style that is willfully overwrought . 
",0,movie maddening conveys simple message visual style willfully overwrought
"should have been someone else-
",0,someone else
"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . 
",0,film based truth yet something feels incomplete real story starts around corner
"why make a documentary about these marginal historical figures ? wouldn't one about their famous dad , author of death in venice , etc . , be more valuable ? 
",0,make documentary marginal historical figures wouldnt one famous dad author death venice etc valuable
"the lower your expectations , the more you'll enjoy it . 
",0,lower expectations youll enjoy
"rarely has leukemia looked so shimmering and benign . 
",0,rarely leukemia looked shimmering benign
" is an arthritic attempt at directing by callie khouri . i had to look away - this was god awful . 
",0,arthritic attempt directing callie khouri look away god awful
"even in this less-than-magic kingdom , reese rules . 
",0,even lessthanmagic kingdom reese rules
"velocity represents everything wrong with ''independent film'' as a commodified , sold-out concept on the american filmmaking scene . 
",0,velocity represents everything wrong independent film commodified soldout concept american filmmaking scene
"just one bad idea after another . 
",0,one bad idea another
"because of an unnecessary and clumsy last scene , 'swimfan' left me with a very bad feeling . 
",0,unnecessary clumsy last scene swimfan left bad feeling
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . 
",0,though moonlight mile replete acclaimed actors actresses tackles subject thats potentially moving movie predictable selfconscious reach level high drama
"a movie that hovers somewhere between an acute character study and a trite power struggle . 
",0,movie hovers somewhere acute character study trite power struggle
"i can't recommend it . but it's surprisingly harmless . 
",0,cant recommend surprisingly harmless
"corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . 
",0,corpus collosum undeniably interesting wore welcome well end credits rolled 45 minutes
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes
",0,last 20 minutes somewhat redeeming movie teenage american roadtrip drek weve seen time read fart jokes
"it's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . 
",0,hard like film guy utterly unlikeable shiner starring michael caine aging british boxing promoter desperate taste fame fortune certainly
"a by-the-numbers effort that won't do much to enhance the franchise . 
",0,bythenumbers effort wont much enhance franchise
"involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . 
",0,involves two mysteries one gives away featuring badly drawn characters outcome hardly matters
"overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . 
",0,overall film feels like lowbudget tv pilot could find buyer play tube
"it's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . 
",0,quality lesser harrison ford movie six days seven nights maybe dreadful sabrina remake
"it appears that something has been lost in the translation to the screen . 
",0,appears something lost translation screen
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . 
",0,despite evidence contrary clunker somehow managed pose actual feature movie kind charges full admission gets hyped tv purports amuse small children ostensible adults
"shrewd but pointless . 
",0,shrewd pointless
"an unclassifiably awful study in self- and audience-abuse . 
",0,unclassifiably awful study self audienceabuse
"sluggish , tonally uneven . 
",0,sluggish tonally uneven
"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . 
",0,movie something impostor stretching padding material blur dead ends distracting camera work
"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing . 
",0,hey arnold movie could made 40 years ago parents appreciation may depend whether consider good thing
"this one is definitely one to skip , even for horror movie fanatics . 
",0,one definitely one skip even horror movie fanatics
"excessive , profane , packed with cartoonish violence and comic-strip characters . 
",0,excessive profane packed cartoonish violence comicstrip characters
"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . 
",0,50 year old benigni appears title character find longing block wood come back
"a working class "" us vs . them "" opera that leaves no heartstring untugged and no liberal cause unplundered . 
",0,working class us vs opera leaves heartstring untugged liberal cause unplundered
"if the movie succeeds in instilling a wary sense of 'there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . 
",0,movie succeeds instilling wary sense grace god far selfconscious draw deeply world
"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . 
",0,simply many ideas floating around part farce part sliding doors part pop video yet failing exploit
"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . 
",0,takes strange kind laziness waste talents robert forster anne meara eugene levy reginald veljohnson movie
"we haven't seen such hilarity since say it isn't so ! 
",0,havent seen hilarity since say isnt
"expect the same-old , lame-old slasher nonsense , just with different scenery . 
",0,expect sameold lameold slasher nonsense different scenery
"the cold turkey would've been a far better title . 
",0,cold turkey wouldve far better title
"the idea of 49-year-old roberto benigni playing the wooden boy pinocchio is scary enough . the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . 
",0,idea 49yearold roberto benigni playing wooden boy pinocchio scary enough reality new liveaction pinocchio directed cowrote starred borders grotesque
"the ga-zillionth airhead movie about a wife in distress who resorts to desperate measures . 
",0,gazillionth airhead movie wife distress resorts desperate measures
"zaidan's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . 
",0,zaidans script barely enough plot string stunts together quite enough characterization keep faces straight
"try as i may , i can't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , 'thank you ! ' when leguizamo finally plugged an irritating character late in the movie . 
",0,try may cant think single good reason see movie even though everyone group extemporaneously shouted thank leguizamo finally plugged irritating character late movie
"while it's nice to watch a movie that hasn't been focus-grouped into tedium , yu's cinematic alchemy produces nearly as much lead as gold . 
",0,nice watch movie hasnt focusgrouped tedium yus cinematic alchemy produces nearly much lead gold
"it treats women like idiots . 
",0,treats women like idiots
"though catch me if you can isn't badly made , the fun slowly leaks out of the movie . 
",0,though catch isnt badly made fun slowly leaks movie
"just an average comedic dateflick but not a waste of time . 
",0,average comedic dateflick waste time
"a valueless kiddie paean to pro basketball underwritten by the nba . 
",0,valueless kiddie paean pro basketball underwritten nba
"impostor has a handful of thrilling moments and a couple of good performances , but the movie doesn't quite fly . for starters , the story is just too slim . 
",0,impostor handful thrilling moments couple good performances movie doesnt quite fly starters story slim
"so much facile technique , such cute ideas , so little movie . 
",0,much facile technique cute ideas little movie
"the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
",0,experience going film festival rewarding one experiencing sampling one movie
"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power . 
",0,film takes materials human tragedy dresses lovely costumes southern california locations star power
"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . 
",0,moments swaggering camaraderie often feels generic derivative done death
"almost gags on its own gore . 
",0,almost gags gore
"how do you spell cliché ? 
",0,spell cliché
"it's sweet , harmless , dumb , occasionally funny and about as compelling as a fishing show . 
",0,sweet harmless dumb occasionally funny compelling fishing show
"the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth . 
",0,moviegoing equivalent going dinner party forced watch host hostesss home video babys birth
"while [hill] has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . 
",0,hill learned new tricks tricks alone enough salvage lifeless boxing film
"in the real world , an actor this uncharismatically beautiful would have a résumé loaded with credits like "" girl in bar #3 . "" 
",0,real world actor uncharismatically beautiful would résumé loaded credits like girl bar 3
"too much of it feels unfocused and underdeveloped . 
",0,much feels unfocused underdeveloped
"under 15 ? a giggle a minute . over age 15 ? big fat waste of time . 
",0,15 giggle minute age 15 big fat waste time
"hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ain't pretty . 
",0,hey arnold movie happens blow small potatoes 10 times natural size aint pretty
"sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest . 
",0,sometimes seems less like storytelling something otherwise compelling director needed get chest
"this is not the undisputed worst boxing movie ever , but it's certainly not a champion - the big loser is the audience . 
",0,undisputed worst boxing movie ever certainly champion big loser audience
"you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this . 
",0,really wonder earth anyone anywhere could thought theyd make audiences guffaw script utterly diabolical
"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . 
",0,end left something like two ships passing night rather insights gay love chinese society price one pays dishonest
"chokes on its own depiction of upper-crust decorum . 
",0,chokes depiction uppercrust decorum
"well-nigh unendurable . . . though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull . 
",0,wellnigh unendurable though picture strains become cinematic poetry remains depressingly prosaic dull
"i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . 
",0,thought watch stopped keeping time slogged way clockstoppers
"while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film's primitive approach to the mechanics of comedy . 
",0,much cast charm especially allodi nolden performers sunk films primitive approach mechanics comedy
"this directorial debut from music video show-off higuchinsky is all flash . 
",0,directorial debut music video showoff higuchinsky flash
"yes , ballistic is silly . unfortunately , it's not silly fun unless you enjoy really bad movies . 
",0,yes ballistic silly unfortunately silly fun unless enjoy really bad movies
"the twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows . 
",0,twist ends movie one emotional resonance twists getting irritating kind material filmmakers careful raising eyebrows
"the longer the movie goes , the worse it gets , but it's actually pretty good in the first few minutes . 
",0,longer movie goes worse gets actually pretty good first minutes
"while it's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc . ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . 
",0,genuinely cool hear characters talk early rap records sugar hill gang etc constant referencing hiphop arcana alienate even savviest audiences
"not only unfunny , but downright repellent . 
",0,unfunny downright repellent
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman's destructive escapism or the grace-in-rebellion found by his characters . 
",0,care deftly captures wonder menace growing never really embraces joy fuhrmans destructive escapism graceinrebellion found characters
"forced , familiar and thoroughly condescending . 
",0,forced familiar thoroughly condescending
"does little more than play an innocuous game of fill-in- the-blanks with a tragic past . 
",0,little play innocuous game fillin theblanks tragic past
"k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . 
",0,k19 exploits substantial collective fear nuclear holocaust generate cheap hollywood tension
"has a long and clunky ending . . . which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience's awkward silence
",0,long clunky ending forces audience fidget ten pseudoserious minutes waiting ending credits deleted scenes montage break audiences awkward silence
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking . 
",0,ragbag promising ideas failed narrative good acting plain old bad filmmaking
"whaley's determination to immerse you in sheer , unrelenting wretchedness is exhausting . 
",0,whaleys determination immerse sheer unrelenting wretchedness exhausting
"uncommonly stylish but equally silly . . . the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . 
",0,uncommonly stylish equally silly picture fails generate much suspense ask searching enough questions justify pretensions
"the entire movie is about a boring , sad man being boring and sad . 
",0,entire movie boring sad man boring sad
"the plot convolutions ultimately add up to nothing more than jerking the audience's chain . 
",0,plot convolutions ultimately add nothing jerking audiences chain
"confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . 
",0,confirms nagging suspicion ethan hawke would even worse behind camera front
"made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . 
",0,made discernible craft monstrously sanctimonious dealing childhood loss
"it's a trifle of a movie , with a few laughs surrounding an unremarkable soft center . 
",0,trifle movie laughs surrounding unremarkable soft center
"holden caulfield did it better . 
",0,holden caulfield better
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
",0,synthesis cliches absurdities seems positively decadent cinematic flash emptiness
"oh come on . like you couldn't smell this turkey rotting from miles away . 
",0,oh come like couldnt smell turkey rotting miles away
"if it's seldom boring , well , it's also rarely coherent . 
",0,seldom boring well also rarely coherent
"simplistic fluff-ball of whimsy . 
",0,simplistic fluffball whimsy
"not exactly the bees knees
",0,exactly bees knees
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they're being streamed over a 28k modem . 
",0,nothing new old story except show fisticuffs sort stopgo slow motion makes gang rumbles look like theyre streamed 28k modem
"the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated . 
",0,kind spectacularly misconceived enterprise sophisticated cinephile could perpetrated
"makes for some truly odd , at times confusing , kids entertainment . . . but at least this time there's some centered storytelling to go along with all the weird stuff . 
",0,makes truly odd times confusing kids entertainment least time theres centered storytelling go along weird stuff
"the film contains no good jokes , no good scenes , barely a moment when carvey's saturday night live-honed mimicry rises above the level of embarrassment . 
",0,film contains good jokes good scenes barely moment carveys saturday night livehoned mimicry rises level embarrassment
"jacquot's rendering of puccini's tale of devotion and double-cross is more than just a filmed opera . in his first stab at the form , jacquot takes a slightly anarchic approach that works only sporadically . 
",0,jacquots rendering puccinis tale devotion doublecross filmed opera first stab form jacquot takes slightly anarchic approach works sporadically
"chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama . 
",0,chabrol taken promising material black comedy turned instead somber chamber drama
"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . 
",0,youre watching movie made 1978 released weak unearthed released become even weaker
"this is nothing but familiar territory . 
",0,nothing familiar territory
"in execution , this clever idea is far less funny than the original , killers from space . 
",0,execution clever idea far less funny original killers space
"one of the more irritating cartoons you will see this , or any , year . 
",0,one irritating cartoons see year
"a broad , melodramatic estrogen opera that's pretty toxic in its own right . 
",0,broad melodramatic estrogen opera thats pretty toxic right
"too slow , too long and too little happens . 
",0,slow long little happens
"the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler . 
",0,films ideas stretched point evaporation whole central section one big chase seems goal urgency filler
"sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . 
",0,sacrifices value wealth archival footage lessthanobjective stance
"utterly lacking in charm , wit and invention , roberto benigni's pinocchio is an astonishingly bad film . 
",0,utterly lacking charm wit invention roberto benignis pinocchio astonishingly bad film
"a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . 
",0,hamfisted romantic comedy makes girl hapless facilitator extended cheap shot across masondixon line
"scores no points for originality , wit , or intelligence . it's a cookie-cutter movie , a cut-and-paste job . 
",0,scores points originality wit intelligence cookiecutter movie cutandpaste job
"they takes a long time to get to its gasp-inducing ending . 
",0,takes long time get gaspinducing ending
"barely gets off the ground . 
",0,barely gets ground
"even on those rare occasions when the narrator stops yammering , miller's hand often feels unsure . 
",0,even rare occasions narrator stops yammering millers hand often feels unsure
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r . abrams , in their feature debut . 
",0,pumpkin means outrageous dark satire fraternity life ambitions far exceed abilities writer adam larson broder codirector tony r abrams feature debut
"at its best , queen is campy fun like the vincent price horror classics of the '60s . at its worst , it implodes in a series of very bad special effects . 
",0,best queen campy fun like vincent price horror classics 60s worst implodes series bad special effects
"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie . 
",0,opening scenes clear benjamins totally formulaic movie
"it takes a certain kind of horror movie to qualify as 'worse than expected , ' but ghost ship somehow manages to do exactly that . 
",0,takes certain kind horror movie qualify worse expected ghost ship somehow manages exactly
"on the bright side , it contains jesse ventura's best work since the xfl . 
",0,bright side contains jesse venturas best work since xfl
"despite impeccable acting . . . and a script that takes some rather unexpected ( even , at times , preposterous ) turns , love is just too , too precious in the end . 
",0,despite impeccable acting script takes rather unexpected even times preposterous turns love precious end
"a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . 
",0,tv style murder mystery big screen moments including one seems made different film altogether
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . 
",0,getting wrapped visuals eccentricities many characters found confused came time get heart movie
"too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance . 
",0,often viewer isnt reacting humor much wincing back repugnance
"what's next ? the porky's revenge : ultimate edition ? 
",0,whats next porkys revenge ultimate edition
"dilbert without the right-on satiric humor . 
",0,dilbert without righton satiric humor
"manages to show life in all of its banality when the intention is quite the opposite . 
",0,manages show life banality intention quite opposite
"do not see this film . 
",0,see film
"minority report is exactly what the title indicates , a report . 
",0,minority report exactly title indicates report
"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . 
",0,delivers old old tarted latin flava turned hollywood playas
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . 
",0,believe make real deal leftover enron stock double value week friday
"to call the other side of heaven "" appalling "" would be to underestimate just how dangerous entertainments like it can be . 
",0,call side heaven appalling would underestimate dangerous entertainments like
"in exactly 89 minutes , most of which passed as slowly as if i'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . 
",0,exactly 89 minutes passed slowly id sitting naked igloo formula 51 sank quirky jerky utter turkey
"if only the story about a multi-million dollar con bothered to include the con . 
",0,story multimillion dollar con bothered include con
"i'd have to say the star and director are the big problems here . 
",0,id say star director big problems
"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace . 
",0,without dark spookiness crystal lake camp horror concept completely loses creepy menace
"it's like every bad idea that's ever gone into an after-school special compiled in one place , minus those daytime programs' slickness and sophistication ( and who knew they even had any ? ) . 
",0,like every bad idea thats ever gone afterschool special compiled one place minus daytime programs slickness sophistication knew even
"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . 
",0,resident evil games may set new standards thrills suspense gore video games movie really succeeds third
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . 
",0,close two hours audience forced endure three terminally depressed mostly inarticulate hyper dysfunctional families price one
"to my taste , the film's comic characters come perilously close to being amoses and andys for a new generation . 
",0,taste films comic characters come perilously close amoses andys new generation
"what the director can&#8217 ; t do is make either of val kilmer&#8217 ; s two personas interesting or worth caring about . 
",0,director can8217 make either val kilmer8217 two personas interesting worth caring
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . 
",0,effort suspect offend appearing either serious lighthearted offends wishywashy
"it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises played a crucial role . 
",0,difficult imagine process produced script heres guessing spray cheese underarm noises played crucial role
"harland williams is so funny in drag he should consider permanent sex-reassignment . 
",0,harland williams funny drag consider permanent sexreassignment
" . . . nothing scary here except for some awful acting and lame special effects . 
",0,nothing scary except awful acting lame special effects
"it's not that kung pow isn't funny some of the time -- it just isn't any funnier than bad martial arts movies are all by themselves , without all oedekerk's impish augmentation . 
",0,kung pow isnt funny time isnt funnier bad martial arts movies without oedekerks impish augmentation
"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . 
",0,long movie dull stretches entirely much focus meal preparation igloo construction
"not an objectionable or dull film ; it merely lacks everything except good intentions . 
",0,objectionable dull film merely lacks everything except good intentions
"a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . 
",0,sciencefiction pastiche lacking originality stripped away inspirations would precious little left
"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard . 
",0,kim begins overplay shock tactics baitandtackle metaphors may decide high price pay shimmering picture postcard
"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate . 
",0,words frankly dear dont give damn never appropriate
"what's next : "" my mother the car ? "" 
",0,whats next mother car
"all the amped-up tony hawk-style stunts and thrashing rap-metal can't disguise the fact that , really , we've been here , done that . 
",0,ampedup tony hawkstyle stunts thrashing rapmetal cant disguise fact really weve done
"a sequel that's much too big for its britches . 
",0,sequel thats much big britches
"so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . 
",0,unremittingly awful labeling dog probably constitutes cruelty canines
"what was once original has been co-opted so frequently that it now seems pedestrian . 
",0,original coopted frequently seems pedestrian
"a perplexing example of promise unfulfilled , despite many charming moments . 
",0,perplexing example promise unfulfilled despite many charming moments
"for all the writhing and wailing , tears , rage and opium overdoses , there's no sense of actual passion being washed away in love's dissolution . 
",0,writhing wailing tears rage opium overdoses theres sense actual passion washed away loves dissolution
"a coarse and stupid gross-out . 
",0,coarse stupid grossout
"a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . 
",0,nightmare date halfformed wit done great disservice lack critical distance sad trust liberal arts college bumper sticker platitudes
"doesn't offer much besides glib soullessness , raunchy language and a series of brutal set pieces . . . that raise the bar on stylized screen violence . 
",0,doesnt offer much besides glib soullessness raunchy language series brutal set pieces raise bar stylized screen violence
"there's something with potential here , but the movie decides , like lavinia , to go the conservative route . 
",0,theres something potential movie decides like lavinia go conservative route
"it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . 
",0,one pussyass world even killerthrillers revolve around group therapy sessions
"the stripped-down approach does give the film a certain timeless quality , but the measured pace and lack of dramatic inflection can also seem tedious . 
",0,strippeddown approach give film certain timeless quality measured pace lack dramatic inflection also seem tedious
"but the power of these [subjects] is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film's narrative . 
",0,power subjects obscured majority film shows stationary camera subject could mistaken giving public oration rather contributing films narrative
"rarely has so much money delivered so little entertainment . 
",0,rarely much money delivered little entertainment
"tries to add some spice to its quirky sentiments but the taste is all too familiar . 
",0,tries add spice quirky sentiments taste familiar
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma's scarface . that's a cheat . 
",0,paid full stale fact vibrant scene one uses clips brian de palmas scarface thats cheat
"harrison's flowers puts its heart in the right place , but its brains are in no particular place at all . 
",0,harrisons flowers puts heart right place brains particular place
"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . 
",0,redo dumb exploitative violence ironically becomes everything rather clumsy original railing
"a string of rehashed sight gags based in insipid vulgarity . 
",0,string rehashed sight gags based insipid vulgarity
"the movie is dawn of the dead crossed with john carpenter's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . 
",0,movie dawn dead crossed john carpenters ghosts mars zombies ghoulish first trains big second
"basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . 
",0,basically static series semiimprovised semicoherent raps stars
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging . . . the isle defies an easy categorization . 
",0,restrained freak show mercenary obvious cerebral dull pretentious engaging isle defies easy categorization
"an unpredictable blend of gal-pal smart talk , romantic comedy and dark tragedy that bites off considerably more than writer/director john mckay can swallow . 
",0,unpredictable blend galpal smart talk romantic comedy dark tragedy bites considerably writerdirector john mckay swallow
"it's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . 
",0,one baseball pictures hero stoic wife patient kids cute getout odds success long enough intimidate short enough make dream seem possible
" "" the time machine "" is a movie that has no interest in itself . it doesn't believe in itself , it has no sense of humorit's just plain bored . 
",0,time machine movie interest doesnt believe sense humor plain bored
" . . . a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . 
",0,hollow joke told cinematic gymnast much fun embellishing misanthropic tale actually engage
"a morose little soap opera about three vapid , insensitive people who take turns hurting each other . it's a feature-length adaptation of one of those "" can this marriage be saved ? "" columns from ladies home journal . . . 
",0,morose little soap opera three vapid insensitive people take turns hurting featurelength adaptation one marriage saved columns ladies home journal
"the film's essentially over by the meet-cute . 
",0,films essentially meetcute
"i'm sure if you're a hartley fan , you might enjoy yourself . . . me , i didn't care for it . 
",0,im sure youre hartley fan might enjoy didnt care
"it's about following your dreams , no matter what your parents think . socrates motions for hemlock . 
",0,following dreams matter parents think socrates motions hemlock
"the script isn't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . 
",0,script isnt good even someone gifted hoffman actor make work
"walter hill's pulpy , stylized boxing melodrama undisputed nearly overcomes its questionable in-the-ring match-up with solid fight choreography and gritty prison authenticity . 
",0,walter hills pulpy stylized boxing melodrama undisputed nearly overcomes questionable inthering matchup solid fight choreography gritty prison authenticity
"it has all the excitement of eating oatmeal . 
",0,excitement eating oatmeal
"it's hard to know whether or not to recommend this film because for every thing it does right there's at least one and occasionally two things it gets ever so wrong . 
",0,hard know whether recommend film every thing right theres least one occasionally two things gets ever wrong
"although there are several truly jolting scares , there's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at . 
",0,although several truly jolting scares theres also abundance hackneyed dialogue silly satanic business shake severed limb
"i'll bet the video game is a lot more fun than the film . 
",0,ill bet video game lot fun film
